Date,PX_LAST,PX_VOLUME
4/27/17,24698.48,1615495852
4/28/17,24615.13,1218128491
5/2/17,24696.13,1655443438
5/4/17,24683.88,1814618529
5/5/17,24476.35,2086806017
5/8/17,24577.91,1399851011
5/9/17,24889.03,1423769138
5/10/17,25015.42,2368711098
5/11/17,25125.55,1693436852
5/12/17,25156.34,1461246258
5/15/17,25371.59,2281169543
5/16/17,25335.94,1853197639
5/17/17,25293.63,1559181464
5/18/17,25136.52,1729173598
5/19/17,25174.87,1353379131
5/22/17,25391.34,1454212427
5/23/17,25403.15,1813082706
5/24/17,25428.5,1453548222
5/25/17,25630.78,1949272792
5/26/17,25639.27,1498673166
5/29/17,25701.63,1111117864
5/31/17,25660.65,3090574820
6/1/17,25809.22,2079438388
6/2/17,25924.05,2051746176
6/5/17,25862.99,1820800079
6/6/17,25997.14,1588070090
6/7/17,25974.16,2061344182
6/8/17,26063.06,1684041973
6/9/17,26030.29,2978758079
6/12/17,25708.04,1664620554
6/13/17,25852.1,1357159488
6/14/17,25875.9,1494686183
6/15/17,25565.34,1709357642
6/16/17,25626.49,1751988949
6/19/17,25924.55,1150644765
6/20/17,25843.04,1290271835
6/21/17,25694.58,1752464936
6/22/17,25674.53,1602025172
6/23/17,25670.05,1342855951
6/26/17,25871.89,1243496394
6/27/17,25839.99,1219573040
6/28/17,25683.5,1703992143
6/29/17,25965.42,1802479353
6/30/17,25764.58,1666957572
7/3/17,25784.17,1551564555
7/4/17,25389.01,2476344935
7/5/17,25521.97,1925974505
7/6/17,25465.22,1540707295
7/7/17,25340.85,1526269611
7/10/17,25500.06,1797427425
7/11/17,25877.64,2299924042
7/12/17,26043.64,2778751775
7/13/17,26346.17,2032705155
7/14/17,26389.23,1798806017
7/17/17,26470.58,1894274896
7/18/17,26524.94,1930237907
7/19/17,26672.16,1388466936
