Gmt time,Open,High,Low,Close,Volume
01.11.2010 00:00:00.000,0.98206,0.98780,0.98206,0.98538,4105.1001
01.11.2010 01:00:00.000,0.98536,0.98590,0.98307,0.98314,3668.2
01.11.2010 02:00:00.000,0.98314,0.98386,0.98213,0.98375,3783.3999
01.11.2010 03:00:00.000,0.98375,0.98455,0.98269,0.98332,3500.3
01.11.2010 04:00:00.000,0.98332,0.98428,0.98323,0.98331,3438.5
01.11.2010 05:00:00.000,0.98333,0.98336,0.98234,0.98236,3075.8999
01.11.2010 06:00:00.000,0.98233,0.98299,0.98120,0.98299,3097.7
01.11.2010 07:00:00.000,0.98292,0.98601,0.98292,0.98582,4346
01.11.2010 08:00:00.000,0.98582,0.98907,0.98455,0.98455,4366.1001
01.11.2010 09:00:00.000,0.98460,0.98656,0.98454,0.98588,3814.3
01.11.2010 10:00:00.000,0.98591,0.98694,0.98549,0.98662,3492.3
01.11.2010 11:00:00.000,0.98662,0.98867,0.98658,0.98816,3522.8
01.11.2010 12:00:00.000,0.98815,0.98866,0.98634,0.98754,3457.6001
01.11.2010 13:00:00.000,0.98751,0.98854,0.98611,0.98822,3881.8
01.11.2010 14:00:00.000,0.98827,0.99560,0.98827,0.99495,4654.3999
01.11.2010 15:00:00.000,0.99497,0.99707,0.99348,0.99348,3594.3
01.11.2010 16:00:00.000,0.99348,0.99513,0.99291,0.99312,3551.8999
01.11.2010 17:00:00.000,0.99312,0.99381,0.99235,0.99250,3676.3
01.11.2010 18:00:00.000,0.99250,0.99412,0.99205,0.99214,3448.6001
01.11.2010 19:00:00.000,0.99216,0.99327,0.99216,0.99282,3720.8999
01.11.2010 20:00:00.000,0.99282,0.99323,0.99136,0.99149,3108.8999
01.11.2010 21:00:00.000,0.99163,0.99212,0.99131,0.99172,3899
01.11.2010 22:00:00.000,0.99172,0.99233,0.99108,0.99187,3480.1001
01.11.2010 23:00:00.000,0.99187,0.99276,0.99152,0.99192,3181.3999
02.11.2010 00:00:00.000,0.99191,0.99217,0.99094,0.99176,3251.3
02.11.2010 01:00:00.000,0.99176,0.99320,0.99144,0.99234,3491.3
02.11.2010 02:00:00.000,0.99234,0.99249,0.99127,0.99163,3610.8999
02.11.2010 03:00:00.000,0.99163,0.99165,0.99063,0.99070,3591.6001
02.11.2010 04:00:00.000,0.99070,0.99115,0.99058,0.99088,3501.2
02.11.2010 05:00:00.000,0.99087,0.99214,0.99057,0.99163,3082.3999
02.11.2010 06:00:00.000,0.99163,0.99163,0.99013,0.99017,3371.1001
02.11.2010 07:00:00.000,0.99017,0.99162,0.99007,0.99056,3397.2
02.11.2010 08:00:00.000,0.99057,0.99086,0.98626,0.98644,3869.7
02.11.2010 09:00:00.000,0.98647,0.98661,0.98407,0.98462,3764.7
02.11.2010 10:00:00.000,0.98462,0.98579,0.98264,0.98391,3570.3
02.11.2010 11:00:00.000,0.98390,0.98499,0.98330,0.98371,3682.5
02.11.2010 12:00:00.000,0.98361,0.98417,0.98157,0.98192,3521.1001
02.11.2010 13:00:00.000,0.98192,0.98238,0.97753,0.97768,3442.1001
02.11.2010 14:00:00.000,0.97764,0.97896,0.97580,0.97825,3696.8999
02.11.2010 15:00:00.000,0.97823,0.97937,0.97684,0.97818,3618.5
02.11.2010 16:00:00.000,0.97817,0.97852,0.97657,0.97726,3502.8999
02.11.2010 17:00:00.000,0.97719,0.97871,0.97708,0.97864,3611.8999
02.11.2010 18:00:00.000,0.97867,0.97938,0.97851,0.97931,3549.8999
02.11.2010 19:00:00.000,0.97931,0.97968,0.97904,0.97931,4196.6001
02.11.2010 20:00:00.000,0.97934,0.97963,0.97878,0.97946,3185
02.11.2010 21:00:00.000,0.97935,0.97935,0.97785,0.97925,3312.8999
02.11.2010 22:00:00.000,0.97926,0.98005,0.97904,0.97934,3206.5
02.11.2010 23:00:00.000,0.97934,0.97953,0.97869,0.97945,3180.5
03.11.2010 00:00:00.000,0.97940,0.98055,0.97864,0.97946,3619.3
03.11.2010 01:00:00.000,0.97951,0.98043,0.97944,0.97972,3155.6001
03.11.2010 02:00:00.000,0.97972,0.98048,0.97963,0.97991,3487.3
03.11.2010 03:00:00.000,0.97991,0.98004,0.97908,0.97983,3223
03.11.2010 04:00:00.000,0.97983,0.98071,0.97982,0.98037,3093.1001
03.11.2010 05:00:00.000,0.98037,0.98165,0.98018,0.98134,3328.8
03.11.2010 06:00:00.000,0.98134,0.98173,0.98037,0.98171,3147.2
03.11.2010 07:00:00.000,0.98171,0.98174,0.97703,0.97772,3209.2
03.11.2010 08:00:00.000,0.97772,0.97970,0.97750,0.97956,3418.8999
03.11.2010 09:00:00.000,0.97954,0.98024,0.97879,0.98009,3345.7
03.11.2010 10:00:00.000,0.98010,0.98024,0.97797,0.97919,3264.5
03.11.2010 11:00:00.000,0.97919,0.98018,0.97882,0.97893,3184.8999
03.11.2010 12:00:00.000,0.97894,0.98143,0.97894,0.98082,3687.7
03.11.2010 13:00:00.000,0.98082,0.98232,0.97947,0.97947,4119
03.11.2010 14:00:00.000,0.97957,0.98169,0.97887,0.97929,3828.8999
03.11.2010 15:00:00.000,0.97929,0.98159,0.97862,0.97937,3959.5
03.11.2010 16:00:00.000,0.97953,0.98057,0.97825,0.97854,3539.3999
03.11.2010 17:00:00.000,0.97856,0.97875,0.97618,0.97698,3708.6001
03.11.2010 18:00:00.000,0.97700,0.97988,0.97039,0.97297,6953.8999
03.11.2010 19:00:00.000,0.97286,0.97389,0.97024,0.97060,3785
03.11.2010 20:00:00.000,0.97058,0.97118,0.96918,0.97058,4021.1001
03.11.2010 21:00:00.000,0.97053,0.97173,0.97024,0.97097,3035.8
03.11.2010 22:00:00.000,0.97097,0.97250,0.97066,0.97171,3091.8
03.11.2010 23:00:00.000,0.97172,0.97265,0.97065,0.97214,4521.7998
04.11.2010 00:00:00.000,0.97213,0.97311,0.97137,0.97310,3741.8
04.11.2010 01:00:00.000,0.97310,0.97310,0.97187,0.97254,3524.3
04.11.2010 02:00:00.000,0.97251,0.97370,0.97223,0.97362,3451.3
04.11.2010 03:00:00.000,0.97362,0.97368,0.97225,0.97263,3223.2
04.11.2010 04:00:00.000,0.97263,0.97267,0.97179,0.97200,3100.2
04.11.2010 05:00:00.000,0.97200,0.97300,0.97188,0.97262,2823.5
04.11.2010 06:00:00.000,0.97262,0.97269,0.97080,0.97082,3293.8
04.11.2010 07:00:00.000,0.97081,0.97356,0.97017,0.97245,3556.8999
04.11.2010 08:00:00.000,0.97239,0.97265,0.96686,0.96697,3964.3999
04.11.2010 09:00:00.000,0.96697,0.96711,0.96515,0.96548,3676.8999
04.11.2010 10:00:00.000,0.96546,0.96902,0.96502,0.96897,3508.5
04.11.2010 11:00:00.000,0.96896,0.96941,0.96726,0.96726,3740.2
04.11.2010 12:00:00.000,0.96731,0.96896,0.96579,0.96579,4145.5
04.11.2010 13:00:00.000,0.96576,0.96753,0.96081,0.96268,4413.2002
04.11.2010 14:00:00.000,0.96261,0.96457,0.96098,0.96147,4046.3
04.11.2010 15:00:00.000,0.96146,0.96345,0.95935,0.96280,4088.3
04.11.2010 16:00:00.000,0.96286,0.96299,0.95949,0.95968,3941.8
04.11.2010 17:00:00.000,0.95963,0.96015,0.95811,0.95886,3455.8
04.11.2010 18:00:00.000,0.95884,0.95910,0.95682,0.95830,3706.8
04.11.2010 19:00:00.000,0.95821,0.95967,0.95821,0.95873,4040.8999
04.11.2010 20:00:00.000,0.95873,0.95964,0.95799,0.95829,3132.5
04.11.2010 21:00:00.000,0.95829,0.95911,0.95806,0.95816,2981.7
04.11.2010 22:00:00.000,0.95819,0.95885,0.95785,0.95814,2682.1001
04.11.2010 23:00:00.000,0.95814,0.95847,0.95618,0.95796,3484.3
05.11.2010 00:00:00.000,0.95796,0.96012,0.95790,0.95964,3324.3999
05.11.2010 01:00:00.000,0.95972,0.96003,0.95869,0.95895,3470.7
05.11.2010 02:00:00.000,0.95894,0.95950,0.95872,0.95918,3584.7
05.11.2010 03:00:00.000,0.95918,0.95918,0.95796,0.95861,3198
05.11.2010 04:00:00.000,0.95861,0.95920,0.95830,0.95858,3019.8999
05.11.2010 05:00:00.000,0.95862,0.95873,0.95617,0.95712,3147.7
05.11.2010 06:00:00.000,0.95712,0.95832,0.95675,0.95730,3299.5
05.11.2010 07:00:00.000,0.95730,0.95882,0.95540,0.95869,3782.5
05.11.2010 08:00:00.000,0.95869,0.95930,0.95690,0.95733,3661.6001
05.11.2010 09:00:00.000,0.95733,0.95824,0.95552,0.95602,3727.3999
05.11.2010 10:00:00.000,0.95601,0.95831,0.95478,0.95750,4051.6001
05.11.2010 11:00:00.000,0.95746,0.95944,0.95531,0.95784,4688
05.11.2010 12:00:00.000,0.95784,0.96406,0.95756,0.96215,4684.5
05.11.2010 13:00:00.000,0.96215,0.96298,0.95931,0.95966,4086.3
05.11.2010 14:00:00.000,0.95954,0.96107,0.95693,0.95743,4068.3
05.11.2010 15:00:00.000,0.95746,0.96013,0.95692,0.95815,4277.3999
05.11.2010 16:00:00.000,0.95809,0.96051,0.95749,0.96006,4181.3999
05.11.2010 17:00:00.000,0.96012,0.96093,0.95870,0.95874,4867.6001
05.11.2010 18:00:00.000,0.95878,0.96130,0.95878,0.96092,4042.3999
05.11.2010 19:00:00.000,0.96100,0.96281,0.96039,0.96201,2963.8999
05.11.2010 20:00:00.000,0.96202,0.96223,0.96065,0.96126,2797.1001
05.11.2010 21:00:00.000,0.96126,0.96126,0.96126,0.96126,0
05.11.2010 22:00:00.000,0.96126,0.96126,0.96126,0.96126,0
05.11.2010 23:00:00.000,0.96126,0.96126,0.96126,0.96126,0
06.11.2010 00:00:00.000,0.96126,0.96126,0.96126,0.96126,0
06.11.2010 01:00:00.000,0.96126,0.96126,0.96126,0.96126,0
06.11.2010 02:00:00.000,0.96126,0.96126,0.96126,0.96126,0
06.11.2010 03:00:00.000,0.96126,0.96126,0.96126,0.96126,0
06.11.2010 04:00:00.000,0.96126,0.96126,0.96126,0.96126,0
06.11.2010 05:00:00.000,0.96126,0.96126,0.96126,0.96126,0
06.11.2010 06:00:00.000,0.96126,0.96126,0.96126,0.96126,0
06.11.2010 07:00:00.000,0.96126,0.96126,0.96126,0.96126,0
06.11.2010 08:00:00.000,0.96126,0.96126,0.96126,0.96126,0
06.11.2010 09:00:00.000,0.96126,0.96126,0.96126,0.96126,0
06.11.2010 10:00:00.000,0.96126,0.96126,0.96126,0.96126,0
06.11.2010 11:00:00.000,0.96126,0.96126,0.96126,0.96126,0
06.11.2010 12:00:00.000,0.96126,0.96126,0.96126,0.96126,0
