Gmt time,Open,High,Low,Close,Volume
01.11.2010 00:00:00.000,80.414,81.410,80.410,80.616,6165.2998
01.11.2010 01:00:00.000,80.619,80.787,80.593,80.615,4010.6001
01.11.2010 02:00:00.000,80.617,80.690,80.594,80.683,3980.5
01.11.2010 03:00:00.000,80.683,80.689,80.630,80.650,3644
01.11.2010 04:00:00.000,80.650,80.660,80.598,80.601,3924.3999
01.11.2010 05:00:00.000,80.601,80.610,80.356,80.454,4458.2002
01.11.2010 06:00:00.000,80.460,80.539,80.398,80.519,5102.5
01.11.2010 07:00:00.000,80.522,80.599,80.456,80.461,4436.3999
01.11.2010 08:00:00.000,80.469,80.506,80.421,80.440,4453.2998
01.11.2010 09:00:00.000,80.441,80.455,80.355,80.430,4297.7998
01.11.2010 10:00:00.000,80.430,80.461,80.393,80.418,4228.7998
01.11.2010 11:00:00.000,80.406,80.430,80.354,80.379,4125.6001
01.11.2010 12:00:00.000,80.379,80.489,80.328,80.380,4171.7002
01.11.2010 13:00:00.000,80.380,80.391,80.327,80.378,4558.7998
01.11.2010 14:00:00.000,80.378,80.640,80.378,80.635,4872
01.11.2010 15:00:00.000,80.631,80.795,80.631,80.668,4893.8999
01.11.2010 16:00:00.000,80.665,80.701,80.630,80.660,4897.7998
01.11.2010 17:00:00.000,80.661,80.671,80.563,80.612,4163.6001
01.11.2010 18:00:00.000,80.612,80.631,80.524,80.551,3943.5
01.11.2010 19:00:00.000,80.552,80.602,80.550,80.596,4418.8999
01.11.2010 20:00:00.000,80.596,80.607,80.492,80.499,3738.8999
01.11.2010 21:00:00.000,80.503,80.527,80.452,80.496,3733.8999
01.11.2010 22:00:00.000,80.501,80.627,80.501,80.554,3862.7
01.11.2010 23:00:00.000,80.554,80.615,80.502,80.580,3320.2
02.11.2010 00:00:00.000,80.570,80.649,80.503,80.643,4187.2998
02.11.2010 01:00:00.000,80.643,80.749,80.621,80.665,3825.7
02.11.2010 02:00:00.000,80.663,80.690,80.631,80.650,4044.7
02.11.2010 03:00:00.000,80.650,80.650,80.474,80.524,4073.3
02.11.2010 04:00:00.000,80.524,80.598,80.503,80.553,3893.5
02.11.2010 05:00:00.000,80.553,80.603,80.504,80.592,3875.3
02.11.2010 06:00:00.000,80.590,80.690,80.536,80.633,3939.6001
02.11.2010 07:00:00.000,80.633,80.656,80.538,80.602,4367.2998
02.11.2010 08:00:00.000,80.605,80.615,80.555,80.581,4012.3999
